   Elapsed time	   MLII	     V5
       0:43.575	 -0.395	 -0.320
       0:43.578	 -0.395	 -0.330
       0:43.581	 -0.415	 -0.340
       0:43.583	 -0.395	 -0.335
       0:43.586	 -0.390	 -0.335
       0:43.589	 -0.395	 -0.345
       0:43.592	 -0.405	 -0.350
       0:43.594	 -0.415	 -0.360
       0:43.597	 -0.425	 -0.360
       0:43.600	 -0.415	 -0.350
       0:43.603	 -0.415	 -0.345
       0:43.606	 -0.415	 -0.350
       0:43.608	 -0.425	 -0.375
       0:43.611	 -0.435	 -0.385
       0:43.614	 -0.445	 -0.405
       0:43.617	 -0.445	 -0.390
       0:43.619	 -0.445	 -0.400
       0:43.622	 -0.445	 -0.385
       0:43.625	 -0.440	 -0.395
       0:43.628	 -0.450	 -0.405
       0:43.631	 -0.435	 -0.405
       0:43.633	 -0.430	 -0.400
       0:43.636	 -0.425	 -0.395
       0:43.639	 -0.435	 -0.390
       0:43.642	 -0.445	 -0.390
       0:43.644	 -0.445	 -0.385
       0:43.647	 -0.430	 -0.375
       0:43.650	 -0.425	 -0.355
       0:43.653	 -0.420	 -0.340
       0:43.656	 -0.425	 -0.340
       0:43.658	 -0.415	 -0.335
       0:43.661	 -0.415	 -0.320
       0:43.664	 -0.410	 -0.310
       0:43.667	 -0.405	 -0.290
       0:43.669	 -0.375	 -0.275
       0:43.672	 -0.370	 -0.265
       0:43.675	 -0.365	 -0.260
       0:43.678	 -0.365	 -0.275
       0:43.681	 -0.360	 -0.250
       0:43.683	 -0.345	 -0.250
       0:43.686	 -0.340	 -0.235
       0:43.689	 -0.330	 -0.240
       0:43.692	 -0.335	 -0.255
       0:43.694	 -0.335	 -0.245
       0:43.697	 -0.330	 -0.240
       0:43.700	 -0.330	 -0.230
       0:43.703	 -0.315	 -0.225
       0:43.706	 -0.315	 -0.220
       0:43.708	 -0.315	 -0.215
       0:43.711	 -0.315	 -0.235
       0:43.714	 -0.325	 -0.220
       0:43.717	 -0.320	 -0.230
       0:43.719	 -0.320	 -0.215
       0:43.722	 -0.300	 -0.220
       0:43.725	 -0.320	 -0.230
       0:43.728	 -0.330	 -0.240
       0:43.731	 -0.335	 -0.230
       0:43.733	 -0.320	 -0.225
       0:43.736	 -0.305	 -0.225
       0:43.739	 -0.315	 -0.240
       0:43.742	 -0.325	 -0.255
       0:43.744	 -0.335	 -0.255
       0:43.747	 -0.340	 -0.235
       0:43.750	 -0.340	 -0.225
       0:43.753	 -0.320	 -0.225
       0:43.756	 -0.335	 -0.220
       0:43.758	 -0.335	 -0.235
       0:43.761	 -0.345	 -0.245
       0:43.764	 -0.350	 -0.245
       0:43.767	 -0.330	 -0.235
       0:43.769	 -0.330	 -0.235
       0:43.772	 -0.330	 -0.235
       0:43.775	 -0.335	 -0.255
       0:43.778	 -0.335	 -0.260
       0:43.781	 -0.345	 -0.245
       0:43.783	 -0.345	 -0.255
       0:43.786	 -0.325	 -0.260
       0:43.789	 -0.345	 -0.255
       0:43.792	 -0.330	 -0.255
       0:43.794	 -0.340	 -0.270
       0:43.797	 -0.345	 -0.250
       0:43.800	 -0.340	 -0.240
       0:43.803	 -0.350	 -0.250
       0:43.806	 -0.340	 -0.250
       0:43.808	 -0.340	 -0.260
       0:43.811	 -0.350	 -0.265
       0:43.814	 -0.370	 -0.260
       0:43.817	 -0.355	 -0.255
       0:43.819	 -0.340	 -0.250
       0:43.822	 -0.345	 -0.265
       0:43.825	 -0.350	 -0.270
       0:43.828	 -0.365	 -0.275
       0:43.831	 -0.370	 -0.260
       0:43.833	 -0.370	 -0.270
       0:43.836	 -0.355	 -0.260
       0:43.839	 -0.360	 -0.260
       0:43.842	 -0.355	 -0.255
       0:43.844	 -0.360	 -0.270
       0:43.847	 -0.375	 -0.265
       0:43.850	 -0.370	 -0.240
       0:43.853	 -0.355	 -0.240
       0:43.856	 -0.345	 -0.255
       0:43.858	 -0.355	 -0.260
       0:43.861	 -0.365	 -0.280
       0:43.864	 -0.360	 -0.275
       0:43.867	 -0.360	 -0.265
       0:43.869	 -0.360	 -0.255
       0:43.872	 -0.365	 -0.260
       0:43.875	 -0.375	 -0.275
       0:43.878	 -0.380	 -0.270
       0:43.881	 -0.370	 -0.275
       0:43.883	 -0.360	 -0.265
       0:43.886	 -0.340	 -0.250
       0:43.889	 -0.330	 -0.250
       0:43.892	 -0.340	 -0.270
       0:43.894	 -0.340	 -0.275
       0:43.897	 -0.365	 -0.270
       0:43.900	 -0.355	 -0.265
       0:43.903	 -0.350	 -0.265
       0:43.906	 -0.360	 -0.265
       0:43.908	 -0.370	 -0.280
       0:43.911	 -0.375	 -0.285
       0:43.914	 -0.370	 -0.280
       0:43.917	 -0.365	 -0.260
       0:43.919	 -0.360	 -0.255
       0:43.922	 -0.355	 -0.255
       0:43.925	 -0.360	 -0.265
       0:43.928	 -0.355	 -0.285
       0:43.931	 -0.370	 -0.270
       0:43.933	 -0.355	 -0.255
       0:43.936	 -0.340	 -0.260
       0:43.939	 -0.345	 -0.260
       0:43.942	 -0.355	 -0.275
       0:43.944	 -0.360	 -0.270
       0:43.947	 -0.365	 -0.265
       0:43.950	 -0.355	 -0.245
       0:43.953	 -0.330	 -0.260
       0:43.956	 -0.330	 -0.250
       0:43.958	 -0.320	 -0.270
       0:43.961	 -0.305	 -0.275
       0:43.964	 -0.300	 -0.280
       0:43.967	 -0.275	 -0.275
       0:43.969	 -0.270	 -0.265
       0:43.972	 -0.285	 -0.255
       0:43.975	 -0.295	 -0.260
       0:43.978	 -0.285	 -0.265
       0:43.981	 -0.270	 -0.255
       0:43.983	 -0.260	 -0.245
       0:43.986	 -0.250	 -0.225
       0:43.989	 -0.245	 -0.220
       0:43.992	 -0.245	 -0.230
       0:43.994	 -0.255	 -0.245
       0:43.997	 -0.265	 -0.230
       0:44.000	 -0.250	 -0.220
       0:44.003	 -0.245	 -0.215
       0:44.006	 -0.265	 -0.210
       0:44.008	 -0.265	 -0.220
       0:44.011	 -0.275	 -0.225
       0:44.014	 -0.290	 -0.225
       0:44.017	 -0.285	 -0.220
       0:44.019	 -0.285	 -0.220
       0:44.022	 -0.285	 -0.220
       0:44.025	 -0.290	 -0.235
       0:44.028	 -0.280	 -0.250
       0:44.031	 -0.275	 -0.255
       0:44.033	 -0.285	 -0.245
       0:44.036	 -0.285	 -0.230
       0:44.039	 -0.300	 -0.245
       0:44.042	 -0.330	 -0.270
       0:44.044	 -0.350	 -0.275
       0:44.047	 -0.375	 -0.260
       0:44.050	 -0.360	 -0.265
       0:44.053	 -0.350	 -0.260
       0:44.056	 -0.355	 -0.255
       0:44.058	 -0.360	 -0.265
       0:44.061	 -0.375	 -0.285
       0:44.064	 -0.365	 -0.270
       0:44.067	 -0.360	 -0.265
       0:44.069	 -0.365	 -0.270
       0:44.072	 -0.380	 -0.265
       0:44.075	 -0.380	 -0.285
       0:44.078	 -0.390	 -0.285
       0:44.081	 -0.400	 -0.280
       0:44.083	 -0.390	 -0.270
       0:44.086	 -0.380	 -0.260
       0:44.089	 -0.380	 -0.270
       0:44.092	 -0.380	 -0.275
       0:44.094	 -0.400	 -0.290
       0:44.097	 -0.400	 -0.285
       0:44.100	 -0.390	 -0.280
       0:44.103	 -0.380	 -0.265
       0:44.106	 -0.380	 -0.270
       0:44.108	 -0.380	 -0.280
       0:44.111	 -0.390	 -0.280
       0:44.114	 -0.390	 -0.285
       0:44.117	 -0.385	 -0.280
       0:44.119	 -0.375	 -0.310
       0:44.122	 -0.395	 -0.325
       0:44.125	 -0.430	 -0.350
       0:44.128	 -0.470	 -0.385
       0:44.131	 -0.490	 -0.395
       0:44.133	 -0.505	 -0.390
       0:44.136	 -0.535	 -0.345
       0:44.139	 -0.580	 -0.240
       0:44.142	 -0.590	 -0.135
       0:44.144	 -0.515	 -0.050
       0:44.147	 -0.385	  0.015
       0:44.150	 -0.225	  0.095
       0:44.153	 -0.060	  0.195
       0:44.156	  0.155	  0.320
       0:44.158	  0.415	  0.405
       0:44.161	  0.635	  0.405
       0:44.164	  0.775	  0.265
       0:44.167	  0.820	 -0.030
       0:44.169	  0.710	 -0.315
       0:44.172	  0.375	 -0.450
       0:44.175	 -0.010	 -0.430
       0:44.178	 -0.300	 -0.380
       0:44.181	 -0.460	 -0.340
       0:44.183	 -0.510	 -0.315
       0:44.186	 -0.495	 -0.315
       0:44.189	 -0.455	 -0.300
       0:44.192	 -0.425	 -0.315
       0:44.194	 -0.410	 -0.325
       0:44.197	 -0.430	 -0.310
       0:44.200	 -0.410	 -0.305
       0:44.203	 -0.395	 -0.290
       0:44.206	 -0.390	 -0.295
       0:44.208	 -0.400	 -0.310
       0:44.211	 -0.410	 -0.300
       0:44.214	 -0.425	 -0.310
       0:44.217	 -0.415	 -0.295
       0:44.219	 -0.410	 -0.285
       0:44.222	 -0.410	 -0.285
       0:44.225	 -0.415	 -0.295
       0:44.228	 -0.420	 -0.295
       0:44.231	 -0.425	 -0.295
       0:44.233	 -0.415	 -0.285
       0:44.236	 -0.410	 -0.285
       0:44.239	 -0.410	 -0.285
       0:44.242	 -0.410	 -0.300
       0:44.244	 -0.415	 -0.305
       0:44.247	 -0.430	 -0.300
       0:44.250	 -0.430	 -0.280
       0:44.253	 -0.425	 -0.285
       0:44.256	 -0.420	 -0.280
       0:44.258	 -0.425	 -0.300
       0:44.261	 -0.430	 -0.295
       0:44.264	 -0.435	 -0.305
       0:44.267	 -0.425	 -0.300
       0:44.269	 -0.425	 -0.290
       0:44.272	 -0.425	 -0.290
       0:44.275	 -0.435	 -0.295
       0:44.278	 -0.440	 -0.290
       0:44.281	 -0.435	 -0.295
       0:44.283	 -0.425	 -0.285
       0:44.286	 -0.420	 -0.270
       0:44.289	 -0.420	 -0.280
       0:44.292	 -0.415	 -0.275
       0:44.294	 -0.425	 -0.290
       0:44.297	 -0.430	 -0.285
       0:44.300	 -0.420	 -0.285
       0:44.303	 -0.415	 -0.275
       0:44.306	 -0.430	 -0.280
       0:44.308	 -0.420	 -0.300
       0:44.311	 -0.435	 -0.300
       0:44.314	 -0.435	 -0.285
       0:44.317	 -0.425	 -0.270
       0:44.319	 -0.425	 -0.280
       0:44.322	 -0.430	 -0.280
       0:44.325	 -0.430	 -0.295
       0:44.328	 -0.450	 -0.300
       0:44.331	 -0.440	 -0.300
       0:44.333	 -0.430	 -0.280
       0:44.336	 -0.405	 -0.275
       0:44.339	 -0.420	 -0.275
       0:44.342	 -0.435	 -0.290
       0:44.344	 -0.430	 -0.305
       0:44.347	 -0.435	 -0.295
       0:44.350	 -0.435	 -0.295
       0:44.353	 -0.420	 -0.295
       0:44.356	 -0.425	 -0.290
       0:44.358	 -0.435	 -0.300
       0:44.361	 -0.425	 -0.300
       0:44.364	 -0.420	 -0.310
       0:44.367	 -0.415	 -0.305
       0:44.369	 -0.410	 -0.315
       0:44.372	 -0.410	 -0.315
       0:44.375	 -0.430	 -0.330
       0:44.378	 -0.430	 -0.345
       0:44.381	 -0.440	 -0.340
       0:44.383	 -0.435	 -0.340
       0:44.386	 -0.425	 -0.330
       0:44.389	 -0.430	 -0.350
       0:44.392	 -0.455	 -0.370
       0:44.394	 -0.455	 -0.385
       0:44.397	 -0.470	 -0.380
       0:44.400	 -0.465	 -0.375
       0:44.403	 -0.465	 -0.375
       0:44.406	 -0.465	 -0.380
       0:44.408	 -0.470	 -0.405
       0:44.411	 -0.490	 -0.420
       0:44.414	 -0.485	 -0.415
       0:44.417	 -0.470	 -0.405
       0:44.419	 -0.465	 -0.405
       0:44.422	 -0.465	 -0.420
       0:44.425	 -0.465	 -0.410
       0:44.428	 -0.475	 -0.425
       0:44.431	 -0.475	 -0.425
       0:44.433	 -0.460	 -0.410
       0:44.436	 -0.465	 -0.405
       0:44.439	 -0.465	 -0.400
       0:44.442	 -0.475	 -0.390
       0:44.444	 -0.465	 -0.400
       0:44.447	 -0.475	 -0.365
       0:44.450	 -0.465	 -0.350
       0:44.453	 -0.450	 -0.335
       0:44.456	 -0.440	 -0.325
       0:44.458	 -0.435	 -0.325
       0:44.461	 -0.430	 -0.320
       0:44.464	 -0.415	 -0.295
       0:44.467	 -0.395	 -0.265
       0:44.469	 -0.390	 -0.255
       0:44.472	 -0.385	 -0.250
       0:44.475	 -0.365	 -0.245
       0:44.478	 -0.365	 -0.250
       0:44.481	 -0.360	 -0.230
       0:44.483	 -0.335	 -0.220
       0:44.486	 -0.325	 -0.215
       0:44.489	 -0.330	 -0.215
       0:44.492	 -0.345	 -0.230
       0:44.494	 -0.330	 -0.225
       0:44.497	 -0.325	 -0.220
       0:44.500	 -0.320	 -0.215
       0:44.503	 -0.310	 -0.205
       0:44.506	 -0.315	 -0.215
       0:44.508	 -0.320	 -0.230
       0:44.511	 -0.320	 -0.230
       0:44.514	 -0.335	 -0.210
       0:44.517	 -0.320	 -0.195
       0:44.519	 -0.315	 -0.205
       0:44.522	 -0.310	 -0.215
       0:44.525	 -0.320	 -0.225
       0:44.528	 -0.315	 -0.225
       0:44.531	 -0.320	 -0.220
       0:44.533	 -0.325	 -0.210
       0:44.536	 -0.320	 -0.210
       0:44.539	 -0.320	 -0.210
       0:44.542	 -0.325	 -0.220
       0:44.544	 -0.330	 -0.240
       0:44.547	 -0.335	 -0.225
       0:44.550	 -0.330	 -0.220
       0:44.553	 -0.305	 -0.205
       0:44.556	 -0.315	 -0.215
       0:44.558	 -0.330	 -0.225
       0:44.561	 -0.335	 -0.245
       0:44.564	 -0.340	 -0.225
       0:44.567	 -0.350	 -0.235
       0:44.569	 -0.330	 -0.230
       0:44.572	 -0.325	 -0.225
       0:44.575	 -0.325	 -0.235
       0:44.578	 -0.350	 -0.250
       0:44.581	 -0.350	 -0.240
       0:44.583	 -0.345	 -0.230
       0:44.586	 -0.330	 -0.235
       0:44.589	 -0.320	 -0.235
       0:44.592	 -0.345	 -0.245
       0:44.594	 -0.340	 -0.255
       0:44.597	 -0.350	 -0.245
       0:44.600	 -0.340	 -0.245
       0:44.603	 -0.325	 -0.240
       0:44.606	 -0.330	 -0.235
       0:44.608	 -0.340	 -0.240
       0:44.611	 -0.350	 -0.255
       0:44.614	 -0.360	 -0.240
       0:44.617	 -0.355	 -0.235
       0:44.619	 -0.345	 -0.245
       0:44.622	 -0.350	 -0.245
       0:44.625	 -0.355	 -0.255
       0:44.628	 -0.360	 -0.260
       0:44.631	 -0.370	 -0.240
       0:44.633	 -0.360	 -0.240
       0:44.636	 -0.340	 -0.245
       0:44.639	 -0.345	 -0.240
       0:44.642	 -0.355	 -0.255
       0:44.644	 -0.355	 -0.255
       0:44.647	 -0.355	 -0.245
       0:44.650	 -0.350	 -0.245
       0:44.653	 -0.340	 -0.250
       0:44.656	 -0.345	 -0.235
       0:44.658	 -0.355	 -0.255
       0:44.661	 -0.355	 -0.245
       0:44.664	 -0.355	 -0.250
       0:44.667	 -0.365	 -0.240
       0:44.669	 -0.355	 -0.230
       0:44.672	 -0.355	 -0.235
       0:44.675	 -0.360	 -0.245
       0:44.678	 -0.375	 -0.255
       0:44.681	 -0.365	 -0.260
       0:44.683	 -0.355	 -0.240
       0:44.686	 -0.350	 -0.230
       0:44.689	 -0.350	 -0.240
       0:44.692	 -0.355	 -0.240
       0:44.694	 -0.365	 -0.245
       0:44.697	 -0.370	 -0.245
       0:44.700	 -0.360	 -0.235
       0:44.703	 -0.355	 -0.235
       0:44.706	 -0.355	 -0.230
       0:44.708	 -0.355	 -0.245
       0:44.711	 -0.360	 -0.255
       0:44.714	 -0.360	 -0.240
       0:44.717	 -0.360	 -0.225
       0:44.719	 -0.335	 -0.235
       0:44.722	 -0.335	 -0.235
       0:44.725	 -0.355	 -0.250
       0:44.728	 -0.360	 -0.245
       0:44.731	 -0.365	 -0.240
       0:44.733	 -0.345	 -0.225
       0:44.736	 -0.335	 -0.225
       0:44.739	 -0.345	 -0.240
       0:44.742	 -0.360	 -0.260
       0:44.744	 -0.360	 -0.255
       0:44.747	 -0.360	 -0.255
       0:44.750	 -0.345	 -0.230
       0:44.753	 -0.305	 -0.230
       0:44.756	 -0.295	 -0.225
       0:44.758	 -0.285	 -0.245
       0:44.761	 -0.285	 -0.245
       0:44.764	 -0.285	 -0.240
       0:44.767	 -0.275	 -0.220
       0:44.769	 -0.265	 -0.220
       0:44.772	 -0.260	 -0.200
       0:44.775	 -0.240	 -0.210
       0:44.778	 -0.245	 -0.205
       0:44.781	 -0.255	 -0.205
       0:44.783	 -0.230	 -0.190
       0:44.786	 -0.230	 -0.195
       0:44.789	 -0.245	 -0.195
       0:44.792	 -0.255	 -0.215
       0:44.794	 -0.260	 -0.205
       0:44.797	 -0.255	 -0.190
       0:44.800	 -0.260	 -0.175
       0:44.803	 -0.255	 -0.165
       0:44.806	 -0.255	 -0.165
       0:44.808	 -0.265	 -0.185
       0:44.811	 -0.270	 -0.195
       0:44.814	 -0.280	 -0.185
       0:44.817	 -0.285	 -0.165
       0:44.819	 -0.275	 -0.170
       0:44.822	 -0.245	 -0.185
       0:44.825	 -0.235	 -0.185
       0:44.828	 -0.235	 -0.200
       0:44.831	 -0.270	 -0.205
       0:44.833	 -0.290	 -0.200
       0:44.836	 -0.290	 -0.200
       0:44.839	 -0.310	 -0.205
       0:44.842	 -0.330	 -0.215
       0:44.844	 -0.350	 -0.225
       0:44.847	 -0.355	 -0.225
       0:44.850	 -0.355	 -0.220
       0:44.853	 -0.355	 -0.225
       0:44.856	 -0.360	 -0.225
       0:44.858	 -0.370	 -0.220
       0:44.861	 -0.385	 -0.230
       0:44.864	 -0.385	 -0.240
       0:44.867	 -0.370	 -0.230
       0:44.869	 -0.370	 -0.235
       0:44.872	 -0.370	 -0.235
       0:44.875	 -0.375	 -0.245
       0:44.878	 -0.385	 -0.250
       0:44.881	 -0.395	 -0.235
       0:44.883	 -0.370	 -0.220
       0:44.886	 -0.360	 -0.215
       0:44.889	 -0.365	 -0.210
       0:44.892	 -0.370	 -0.245
       0:44.894	 -0.375	 -0.250
       0:44.897	 -0.375	 -0.245
       0:44.900	 -0.370	 -0.235
       0:44.903	 -0.365	 -0.245
       0:44.906	 -0.370	 -0.285
       0:44.908	 -0.405	 -0.310
       0:44.911	 -0.455	 -0.345
       0:44.914	 -0.500	 -0.365
       0:44.917	 -0.510	 -0.380
       0:44.919	 -0.520	 -0.360
       0:44.922	 -0.570	 -0.260
       0:44.925	 -0.595	 -0.135
       0:44.928	 -0.555	  0.005
       0:44.931	 -0.445	  0.140
       0:44.933	 -0.275	  0.255
       0:44.936	 -0.105	  0.385
       0:44.939	  0.100	  0.525
       0:44.942	  0.360	  0.630
       0:44.944	  0.630	  0.730
       0:44.947	  0.830	  0.765
       0:44.950	  0.985	  0.670
       0:44.953	  1.020	  0.460
       0:44.956	  0.905	  0.185
       0:44.958	  0.655	 -0.050
       0:44.961	  0.370	 -0.245
       0:44.964	  0.105	 -0.390
       0:44.967	 -0.080	 -0.465
       0:44.969	 -0.220	 -0.490
       0:44.972	 -0.340	 -0.480
       0:44.975	 -0.435	 -0.440
       0:44.978	 -0.510	 -0.380
       0:44.981	 -0.570	 -0.340
       0:44.983	 -0.580	 -0.300
       0:44.986	 -0.520	 -0.280
       0:44.989	 -0.460	 -0.285
       0:44.992	 -0.415	 -0.290
       0:44.994	 -0.415	 -0.300
       0:44.997	 -0.425	 -0.295
       0:45.000	 -0.415	 -0.295
       0:45.003	 -0.405	 -0.275
       0:45.006	 -0.415	 -0.285
       0:45.008	 -0.420	 -0.300
       0:45.011	 -0.435	 -0.295
       0:45.014	 -0.435	 -0.300
       0:45.017	 -0.430	 -0.290
       0:45.019	 -0.420	 -0.295
       0:45.022	 -0.425	 -0.290
       0:45.025	 -0.425	 -0.295
       0:45.028	 -0.435	 -0.300
       0:45.031	 -0.435	 -0.290
       0:45.033	 -0.415	 -0.285
       0:45.036	 -0.405	 -0.290
       0:45.039	 -0.410	 -0.290
       0:45.042	 -0.415	 -0.285
       0:45.044	 -0.410	 -0.310
       0:45.047	 -0.410	 -0.310
       0:45.050	 -0.415	 -0.275
       0:45.053	 -0.400	 -0.275
       0:45.056	 -0.405	 -0.290
       0:45.058	 -0.420	 -0.290
       0:45.061	 -0.430	 -0.300
       0:45.064	 -0.435	 -0.285
       0:45.067	 -0.420	 -0.265
       0:45.069	 -0.405	 -0.265
       0:45.072	 -0.425	 -0.265
       0:45.075	 -0.430	 -0.285
       0:45.078	 -0.430	 -0.285
       0:45.081	 -0.425	 -0.285
       0:45.083	 -0.415	 -0.285
       0:45.086	 -0.410	 -0.265
       0:45.089	 -0.405	 -0.270
       0:45.092	 -0.420	 -0.280
       0:45.094	 -0.425	 -0.290
       0:45.097	 -0.430	 -0.290
       0:45.100	 -0.415	 -0.270
       0:45.103	 -0.405	 -0.285
       0:45.106	 -0.405	 -0.280
       0:45.108	 -0.410	 -0.290
       0:45.111	 -0.420	 -0.295
       0:45.114	 -0.425	 -0.290
       0:45.117	 -0.410	 -0.285
       0:45.119	 -0.400	 -0.285
       0:45.122	 -0.415	 -0.295
       0:45.125	 -0.400	 -0.300
       0:45.128	 -0.410	 -0.315
       0:45.131	 -0.410	 -0.310
       0:45.133	 -0.400	 -0.300
       0:45.136	 -0.390	 -0.300
       0:45.139	 -0.390	 -0.320
       0:45.142	 -0.405	 -0.325
       0:45.144	 -0.410	 -0.335
       0:45.147	 -0.425	 -0.340
       0:45.150	 -0.415	 -0.330
       0:45.153	 -0.405	 -0.335
       0:45.156	 -0.400	 -0.335
       0:45.158	 -0.410	 -0.350
       0:45.161	 -0.425	 -0.370
       0:45.164	 -0.420	 -0.365
       0:45.167	 -0.415	 -0.370
       0:45.169	 -0.405	 -0.370
       0:45.172	 -0.410	 -0.380
       0:45.175	 -0.400	 -0.390
       0:45.178	 -0.420	 -0.405
       0:45.181	 -0.415	 -0.400
       0:45.183	 -0.425	 -0.405
       0:45.186	 -0.405	 -0.405
       0:45.189	 -0.420	 -0.410
       0:45.192	 -0.425	 -0.420
       0:45.194	 -0.430	 -0.430
       0:45.197	 -0.440	 -0.420
       0:45.200	 -0.415	 -0.425
       0:45.203	 -0.420	 -0.410
       0:45.206	 -0.425	 -0.415
       0:45.208	 -0.420	 -0.435
       0:45.211	 -0.440	 -0.445
       0:45.214	 -0.425	 -0.435
       0:45.217	 -0.425	 -0.430
       0:45.219	 -0.425	 -0.420
       0:45.222	 -0.425	 -0.430
       0:45.225	 -0.430	 -0.435
       0:45.228	 -0.435	 -0.420
       0:45.231	 -0.445	 -0.410
       0:45.233	 -0.425	 -0.395
       0:45.236	 -0.415	 -0.390
       0:45.239	 -0.415	 -0.375
       0:45.242	 -0.415	 -0.375
       0:45.244	 -0.410	 -0.355
       0:45.247	 -0.400	 -0.325
       0:45.250	 -0.395	 -0.300
       0:45.253	 -0.370	 -0.275
       0:45.256	 -0.360	 -0.280
       0:45.258	 -0.360	 -0.270
       0:45.261	 -0.345	 -0.260
       0:45.264	 -0.345	 -0.250
       0:45.267	 -0.345	 -0.230
       0:45.269	 -0.330	 -0.210
       0:45.272	 -0.315	 -0.215
       0:45.275	 -0.325	 -0.220
       0:45.278	 -0.330	 -0.225
       0:45.281	 -0.335	 -0.210
       0:45.283	 -0.320	 -0.200
       0:45.286	 -0.305	 -0.185
       0:45.289	 -0.305	 -0.205
       0:45.292	 -0.310	 -0.200
       0:45.294	 -0.325	 -0.205
       0:45.297	 -0.330	 -0.210
       0:45.300	 -0.315	 -0.200
       0:45.303	 -0.320	 -0.195
       0:45.306	 -0.310	 -0.205
       0:45.308	 -0.320	 -0.200
       0:45.311	 -0.315	 -0.205
       0:45.314	 -0.325	 -0.200
       0:45.317	 -0.320	 -0.190
       0:45.319	 -0.310	 -0.190
       0:45.322	 -0.310	 -0.200
       0:45.325	 -0.315	 -0.210
       0:45.328	 -0.315	 -0.220
       0:45.331	 -0.325	 -0.210
       0:45.333	 -0.310	 -0.190
       0:45.336	 -0.305	 -0.205
       0:45.339	 -0.310	 -0.205
       0:45.342	 -0.320	 -0.220
       0:45.344	 -0.325	 -0.220
       0:45.347	 -0.325	 -0.225
       0:45.350	 -0.320	 -0.215
       0:45.353	 -0.315	 -0.210
       0:45.356	 -0.325	 -0.210
       0:45.358	 -0.325	 -0.215
       0:45.361	 -0.340	 -0.230
       0:45.364	 -0.340	 -0.230
       0:45.367	 -0.335	 -0.215
       0:45.369	 -0.335	 -0.220
       0:45.372	 -0.330	 -0.225
       0:45.375	 -0.340	 -0.230
       0:45.378	 -0.350	 -0.235
       0:45.381	 -0.345	 -0.230
       0:45.383	 -0.340	 -0.215
       0:45.386	 -0.335	 -0.220
       0:45.389	 -0.330	 -0.230
       0:45.392	 -0.335	 -0.245
       0:45.394	 -0.345	 -0.245
       0:45.397	 -0.345	 -0.245
       0:45.400	 -0.345	 -0.235
       0:45.403	 -0.335	 -0.225
       0:45.406	 -0.340	 -0.225
       0:45.408	 -0.345	 -0.240
       0:45.411	 -0.355	 -0.255
       0:45.414	 -0.350	 -0.245
       0:45.417	 -0.350	 -0.235
       0:45.419	 -0.340	 -0.235
       0:45.422	 -0.345	 -0.230
       0:45.425	 -0.360	 -0.245
       0:45.428	 -0.365	 -0.245
       0:45.431	 -0.370	 -0.235
       0:45.433	 -0.355	 -0.240
       0:45.436	 -0.355	 -0.240
       0:45.439	 -0.360	 -0.230
       0:45.442	 -0.365	 -0.250
       0:45.444	 -0.370	 -0.240
       0:45.447	 -0.375	 -0.235
       0:45.450	 -0.355	 -0.240
       0:45.453	 -0.350	 -0.230
       0:45.456	 -0.360	 -0.240
       0:45.458	 -0.365	 -0.250
       0:45.461	 -0.365	 -0.250
       0:45.464	 -0.365	 -0.240
       0:45.467	 -0.350	 -0.235
       0:45.469	 -0.345	 -0.220
       0:45.472	 -0.350	 -0.220
       0:45.475	 -0.345	 -0.230
       0:45.478	 -0.365	 -0.245
       0:45.481	 -0.360	 -0.225
       0:45.483	 -0.360	 -0.225
       0:45.486	 -0.355	 -0.220
       0:45.489	 -0.365	 -0.220
       0:45.492	 -0.360	 -0.235
       0:45.494	 -0.360	 -0.230
       0:45.497	 -0.365	 -0.220
       0:45.500	 -0.365	 -0.215
       0:45.503	 -0.350	 -0.215
       0:45.506	 -0.345	 -0.220
       0:45.508	 -0.355	 -0.220
       0:45.511	 -0.355	 -0.225
       0:45.514	 -0.360	 -0.230
       0:45.517	 -0.350	 -0.210
       0:45.519	 -0.335	 -0.215
       0:45.522	 -0.340	 -0.200
       0:45.525	 -0.335	 -0.225
       0:45.528	 -0.335	 -0.235
       0:45.531	 -0.335	 -0.220
       0:45.533	 -0.310	 -0.220
       0:45.536	 -0.290	 -0.225
       0:45.539	 -0.270	 -0.215
       0:45.542	 -0.280	 -0.220
       0:45.544	 -0.295	 -0.230
       0:45.547	 -0.295	 -0.210
       0:45.550	 -0.285	 -0.200
       0:45.553	 -0.270	 -0.200
       0:45.556	 -0.260	 -0.200
       0:45.558	 -0.255	 -0.195
       0:45.561	 -0.255	 -0.200
       0:45.564	 -0.260	 -0.195
       0:45.567	 -0.250	 -0.185
       0:45.569	 -0.255	 -0.190
       0:45.572	 -0.245	 -0.180
       0:45.575	 -0.240	 -0.190
       0:45.578	 -0.250	 -0.200
       0:45.581	 -0.260	 -0.180
       0:45.583	 -0.260	 -0.170
       0:45.586	 -0.255	 -0.150
       0:45.589	 -0.260	 -0.160
       0:45.592	 -0.265	 -0.170
       0:45.594	 -0.270	 -0.175
       0:45.597	 -0.275	 -0.165
       0:45.600	 -0.265	 -0.150
       0:45.603	 -0.260	 -0.145
       0:45.606	 -0.250	 -0.165
       0:45.608	 -0.240	 -0.170
       0:45.611	 -0.230	 -0.200
       0:45.614	 -0.265	 -0.205
       0:45.617	 -0.285	 -0.190
       0:45.619	 -0.295	 -0.185
